RegioNaam,RegioCode,Amsterdamsecode,Partij,AantalZetels,Website,Facebook,Engine,Feed,Full_content
"Weststellingwerf","G0098","11322","Weststellingwerfs Belang","2","http://www.weststellingwerfsbelang.nl/","https://www.facebook.com/Weststellingwerfsbelang/","wordpress","http://www.weststellingwerfsbelang.nl/Nieuw/feed/",true
"Westvoorne","G0614","10009","Inwonersbelang Westvoorne (IBW)","3","http://www.ibwestvoorne.nl/","https://www.facebook.com/InwonersbelangWestvoorne/","joomla!",,
"Westvoorne","G0614","10009","Partij Westvoorne (PW)","3","https://www.partijwestvoorne.nl/","https://www.facebook.com/partij.westvoorne/",,,
"Westvoorne","G0614","10009","Gemeentebelangen  Westvoorne","2","https://www.gbwv.nl/","https://www.facebook.com/Gemeentebelangenwestvoorne/","wordpress","https://www.gbwv.nl/feed/",true
"Wierden","G0189","10676","Nieuw Enter Wierden","7","https://www.nieuwenterwierden.nl/","https://www.facebook.com/NieuwEnterWierden/","wordpress","https://www.nieuwenterwierden.nl/feed/",false
"Wierden","G0189","10676","Platform Progressief Wierden (PPW)","2","https://www.ppw-wierden.nl/",,"wordpress","https://www.ppw-wierden.nl/feed/",true
"Wijchen","G0296","10723","Kernachtig Wijchen","12","http://www.kernachtigwijchen.nl/","https://www.facebook.com/KernachtigWijchen/",,,
"Wijchen","G0296","10723","Wijchen Lokaal","2","https://wijchen.nieuws.nl/","https://www.facebook.com/Wijchenlokaal.nl/",,"https://wijchen.nieuws.nl/feed/",true
"Wijchen","G0296","10723","Sociaal Wijchen","1","https://www.sociaalwijkteamwijchen.nl/",,,,
"Wijchen","G0296","10723","Gewoon Wijchen","",,"https://www.facebook.com/browniesanddownieswijchen/photos/a.492362494232796/1328003827335321/?type=3",,,
"Wijdemeren","G1696","10534","De Lokale Partij","4",,,,,
"Wijdemeren","G1696","10534","DorpsBelangen","4","https://www.dorpsbelangen.nu/",,,,
"Wijdemeren","G1696","10534","PvdA-GroenLinks","2","https://pvda-groenlinks-wijdemeren.nl/",,"wordpress.com","https://pvda-groenlinks-wijdemeren.nl/feed/",true
"Wijdemeren","G1696","10534","O-Lib Onafhankelijk Liberaal","","http://www.olib.nl/",,,,
"Wijk bij Duurstede","G0352","10760","Protestant-Christelijke Groepering (PCG)","3","http://www.pcgwijkbijduurstede.nl/",,"wordpress","http://www.pcgwijkbijduurstede.nl/feed/",true
"Wijk bij Duurstede","G0352","10760","WijkNU","3","https://www.wijknu.nl/",,,,
"Winterswijk","G0294","11119","Winterswijks Belang","5","https://winterswijksbelang.nl/","https://www.facebook.com/winterswijks.belang/","wordpress","https://winterswijksbelang.nl/feed/",false
"Winterswijk","G0294","11119","Kansrijk Winterswijk","","https://www.samsamwinterswijk.nl/",,,,
"Woensdrecht","G0873","10602","ABZ","7","http://algemeenbelangzwh.nl/","https://www.facebook.com/pages/category/Political-Party/Algemeen-Belang-Zuidwesthoek-ABZ-165728463863175/","wordpress","http://algemeenbelangzwh.nl/feed/",true
"Woensdrecht","G0873","10602","Alle Kernen Troef (A.K.T.)","2","https://www.allekernentroef.nl/","https://www.facebook.com/allekernentroef","wordpress","https://www.allekernentroef.nl/?feed=rss2",false
"Woerden","G0632","10974","LijstvanderDoes","4","https://lijstvanderdoes.nl/",,,,
"Woerden","G0632","10974","Progressief Woerden (GroenLinks/PvdA)","4","http://www.progressiefwoerden.nl/","https://www.facebook.com/ProgressiefWoerden/",,,
"Woerden","G0632","10974","ChristenUnie-SGP","3","https://woerden.christenunie.nl/",,"procurios","https://woerden.christenunie.nl/l/rss/collect/weblog/1129599",false
"Woerden","G0632","10974","STERK Woerden","3","http://www.sterkwoerden.nl/","https://www.facebook.com/sterk.woerden/posts",,,
"Woerden","G0632","10974","Inwonersbelangen","2","https://inwonersbelangen.nl/","https://www.facebook.com/inwonersbelangen/","wordpress","https://inwonersbelangen.nl/feed/",true
"Wormerland","G0880","10648","Vereniging Liberaal Wormerland","3","https://www.liberaalwormerland.nl/",,,,
"Wormerland","G0880","10648","Partij voor Ouderen en Veiligheid","2","https://www.pov-nederland.nl/","https://www.facebook.com/povzaanstad/videos/plannen-zaanbrug-moeten-van-tafel/2023235724555561/","rapidweaver",,
"Woudenberg","G0351","11398","GemeenteBelangen Woudenberg (GBW)","5","https://gbw-online.nl/","https://www.facebook.com/GemeenteBelangenWoudenberg/",,,
"Woudenberg","G0351","11398","Partij van de Arbeid / GROENLINKS","2","https://woudenberg.pvda.nl/",,,,
"Zaanstad","G0479","11044","Partij voor Ouderen en Veiligheid","4","https://www.pov-nederland.nl/","https://www.facebook.com/povzaanstad/","rapidweaver",,
"Zaanstad","G0479","11044","ROSA","4","https://www.rosa-zaanstad.nl/","https://www.facebook.com/rosazaanstad/",,"https://www.rosa-zaanstad.nl/feed/",true
"Zaanstad","G0479","11044","Democratisch Zaanstad","3","http://www.democratischzaanstad.nl/","https://www.facebook.com/DemZaanstad/","wordpress","http://democratischzaanstad.nl/feed/",false
"Zaanstad","G0479","11044","De Volkstem","",,"https://www.facebook.com/devolkstem/",,,
"Zaanstad","G0479","11044","Zaanse Inwoners Partij (ZIP)","","http://www.zaanse-inwonerspartij.nl/","https://www.facebook.com/Zaanseinwonerspartij.nl","wordpress","http://www.zaanse-inwonerspartij.nl/?feed=rss2",false
"Zaanstad","G0479","11044","Zaanstad voor Iedereen","","http://www.zaanstadvooriedereen.nl/","https://www.facebook.com/events/333867624061030/",,,
"Zaltbommel","G0297","10557","ZVV (Zaltbommel veranderen met Visie)","4","http://www.zvvzaltbommel.nl/",,"2018.1.0.386",,
"Zaltbommel","G0297","10557","Partij van de Arbeid/GROENLINKS","3","https://zaltbommel.pvda.nl/","https://www.facebook.com/PartijvandeArbeid/?rc=p",,,
"Zandvoort","G0473","10910","Ouderen Partij Zandvoort","4","http://www.opzandvoort.nl/","https://www.facebook.com/OuderenPartijZandvoort/",,"http://www.opzandvoort.nl/feed/",false
"Zandvoort","G0473","10910","Gemeente Belangen Zandvoort (G.B.Z.)","1","http://gbz.nu/","https://www.facebook.com/pages/category/Political-Party/GBZ-Gemeente-Belangen-Zandvoort-214889821969128/","incomedia",,
"Zandvoort","G0473","10910","Amsterdam aan Zee","",,,,,
"Zandvoort","G0473","10910","QUEER","","https://gay-haarlem.nl/",,"joomla!",,
"Zandvoort","G0473","10910","Sociaal Zandvoort","",,"https://www.facebook.com/sociaalwijkteamzandvoort/",,,
"Zeewolde","G0050","10012","Leefbaar Zeewolde","5","https://www.leefbaarzeewolde.nl/",,,,
"Zeewolde","G0050","10012","Partij van de Arbeid/GROENLINKS","2","http://www.pvdagroenlinkszeewolde.nl/","https://www.facebook.com/PvdAGLZeewolde/","wordpress","https://www.pvdagroenlinkszeewolde.nl/feed/",true
"Zeewolde","G0050","10012","Burgerbelang","1","https://www.burgerbelangzeewolde.nl/","https://www.facebook.com/people/BurgerBelang-Zeewolde/100009063943850","one.com",,
"Zeewolde","G0050","10012","Zeewolde Liberaal","1","http://www.zeewoldeliberaal.nl/","https://www.facebook.com/zeewoldeliberaal/","serif",,
"Zeist","G0355","10324","NieuwDemocratischZeist","4","http://www.nieuwdemocratischzeist.nl/","https://www.facebook.com/nieuwdemocratischzeist/","powered","http://www.nieuwdemocratischzeist.nl/feed/",false
"Zeist","G0355","10324","Seyst.Nu","3","https://seyst.nu/","https://www.facebook.com/oSeystnu/","wordpress","https://seyst.nu/feed/",true
"Zeist","G0355","10324","ChristenUnie-SGP","2","https://zeist.christenunie.nl/",,"procurios","https://zeist.christenunie.nl/l/rss/collect/news/454523.6193",true
"Zoetermeer","G0637","10766","Lijst Hilbrand Nawijn (LHN)","5","https://www.lijsthilbrandnawijn.nl/",,,,
"Zoetermeer","G0637","10766","ChristenUnie-SGP","2","https://zoetermeer.christenunie-sgp.nl/","https://www.facebook.com/cusgpzoetermeer/","procurios","https://zoetermeer.christenunie-sgp.nl/l/rss/collect/news/591308.6776",false
"Zoetermeer","G0637","10766","Zó! Zoetermeer","2","https://zozoetermeer.nl/","https://www.facebook.com/zozoetermeer/",,,
"Zoetermeer","G0637","10766","Zoetermeer Vooruit","2","https://zoetermeervooruit.nl/","https://www.facebook.com/ZoetermeerVooruit/","wordpress","https://zoetermeervooruit.nl/feed/",false
"Zoetermeer","G0637","10766","Partij Democratie voor Zoetermeer (PDvZ)","1","https://www.pdvz.nl/","https://www.facebook.com/079politiek/",,,
"Zoetermeer","G0637","10766","-","","https://www.zoetermeer.nl/",,,,
"Zoetermeer","G0637","10766","Direkte Democratie Nederland (DDN)","","https://www.direkte-democratie.nl/","https://www.facebook.com/DDNZoetermeer/",,"https://www.direkte-democratie.nl/rss/blog",true
"Zoetermeer","G0637","10766","Nieuw Sociaal Zoetermeer (NSZ)","","https://www.zoetermeer.nl/",,,,
"Zoetermeer","G0637","10766","Partij voor Zoetermeer (PVZ)","","https://www.pdvz.nl/","https://www.facebook.com/079politiek/",,,
"Zoeterwoude","G0638","11074","Progressief Zoeterwoude (PZ)","6","http://www.progressiefzoeterwoude.nl/","https://www.facebook.com/progressiefzoeterwoude/","wordpress","http://www.progressiefzoeterwoude.nl/feed/",true
"Zoeterwoude","G0638","11074","Senioren Belangen Zoeterwoude","1",,"https://www.facebook.com/groups/zoeterwoude/",,,
"Zuidplas","G1892","10855","ChristenUnie/SGP","6","https://zuidplas.christenunie.nl/","https://www.facebook.com/CUSGPZuidplas/","procurios","https://zuidplas.christenunie.nl/l/rss/collect/weblog/1131810",false
"Zuidplas","G1892","10855","P.v.d.A./GROENLINKS","3","http://pvdagroenlinkszuidplas.nl/",,"wordpress","http://pvdagroenlinkszuidplas.nl/?feed=rss2",true
"Zuidplas","G1892","10855","Nieuw Elan Zuidplas (NEZ)","2","http://www.nezuidplas.nl/",,,,
"Zuidplas","G1892","10855","Nieuwe Gemeente Politiek","","https://www.nigepo.nl/",,"ngp","https://www.nigepo.nl/feed/",false
"Zundert","G0879","11192","Dorpsbelangen","3","https://www.dorpsbelangenzundertrijsbergen.com/",,"wordpress","https://www.dorpsbelangenzundertrijsbergen.com/feed/",false
"Zundert","G0879","11192","Ondernemend Platteland","3",,"https://www.facebook.com/ONPLzundert/",,,
"Zundert","G0879","11192","OPZ Onafhankelijke Partij Zundert","2",,,,,
"Zundert","G0879","11192","Lokaal Perspectief","1",,"https://www.facebook.com/LokaalPerspectiefZundert/",,,
"Zutphen","G0301","10254","Burgerbelang Zutphen Warnsveld","4","http://www.bbzw.nl/","https://www.facebook.com/BurgerbelangZutphenWarnsveld/","nexus","http://www.bbzw.nl/feed/",true
"Zutphen","G0301","10254","STADSPARTIJ Zutphen Warnsveld","2","http://www.stadspartijzutphen.nl/","https://www.facebook.com/stadspartijzutphen/",,"http://www.stadspartijzutphen.nl/feed/",true
"Zutphen","G0301","10254","BewustZW","1",,"https://www.facebook.com/bewustzw/",,,
"Zwartewaterland","G1896","10746","Buitengewoon Zwartewaterland (BGZ)","3","https://www.buitengewoonzwartewaterland.nl/","https://www.facebook.com/BGZlijst7/","wordpress","https://www.buitengewoonzwartewaterland.nl/feed/",true
"Zwartewaterland","G1896","10746","Gemeentebelangen Zwartewaterland","1","https://zwartewaterland.vvd.nl/",,,,
"Zwijndrecht","G0642","10468","Algemeen Belang Zwijndrecht","8","https://www.abzwijndrecht.nl/","https://www.facebook.com/abzwijndrecht/",,,
"Zwijndrecht","G0642","10468","ChristenUnie-SGP","5","https://zwijndrecht.christenunie.nl/","https://www.facebook.com/ChristenUnieSGPZwijndrecht","procurios","https://zwijndrecht.christenunie.nl/l/rss/collect/news/62926.6199",true
"Zwijndrecht","G0642","10468","Zwijndrechtse Plus Partij","2","http://www.zwijndrechtsepluspartij.nl/",,,"http://www.zwijndrechtsepluspartij.nl/feed/",true
"Zwolle","G0193","10093","SWOLLWACHT","6","https://swollwacht.nl/",,,,
